Feature ID,NRNS - NRNSA - Expression values,NRNS - NRNSB - Expression values,NRNS - NRNSC - Expression values,NRS - NRSA - Expression values,NRS - NRSB - Expression values,NRS - NRSC - Expression values
Medtr7g077420,39,46,33,39,50,19
Medtr7g077430,0,1,3,0,5,0
Medtr7g077590,0,0,0,0,0,0
Medtr7g077600,1,0,0,0,0,0
Medtr7g077610,0,0,0,0,0,0
Medtr7g077620,0,0,1,0,1,2
Medtr7g077630,0,0,0,0,0,0
Medtr7g077640,0,0,0,0,0,0
Medtr7g077650,0,1,0,0,0,0
Medtr7g077660,37,35,33,43,62,56
Medtr7g077670,34,62,33,73,48,62
Medtr7g077690,152,132,159,135,205,167
Medtr7g077700,947,1068,1095,904,1111,985
Medtr7g077710,589,570,548,534,606,611
Medtr7g077740,1491,1731,1260,1954,1623,1338
Medtr7g077750,0,0,0,0,0,0
Medtr7g077780,828,964,900,846,911,881
Medtr7g077800,637,677,633,731,776,801
Medtr7g077810,101,88,99,81,128,100
Medtr7g077815,16,16,15,10,13,20
Medtr7g077830,19,12,16,28,19,28
Medtr7g077840,198,247,207,228,236,192
Medtr7g077860,1782,2352,1871,2415,2032,2061
Medtr7g077870,331,310,344,388,397,365
Medtr7g077880,3,3,0,2,0,0
Medtr7g077890,309,312,362,273,411,333
Medtr7g077900,0,0,0,0,0,0
Medtr7g077910,0,0,0,0,0,0
Medtr7g077930,0,0,0,0,0,0
Medtr7g077940,0,0,0,0,0,0
Medtr7g077950,0,0,0,0,0,0
Medtr7g077970,0,0,0,0,0,1
Medtr7g077990,0,0,0,0,0,0
Medtr7g078005,0,0,0,0,0,0
Medtr7g078010,786,701,681,458,533,533
Medtr7g078040,0,0,0,0,0,1
Medtr7g078050,0,0,0,0,0,0
Medtr7g078060,0,0,0,0,0,0
Medtr7g078070,3038,2491,2531,1760,2409,2299
Medtr7g078090,725,831,848,771,851,812
Medtr7g078120,561,610,636,553,738,650
Medtr7g078150,56,62,65,53,47,43
Medtr7g078170,908,1117,1075,857,1240,968
Medtr7g078180,135,118,92,113,78,78
Medtr7g078190,2,2,1,4,1,3
Medtr7g078200,0,0,0,0,0,0
Medtr7g078210,0,0,0,0,0,0
Medtr7g078220,1195,1642,1342,1261,1272,1190
Medtr7g078260,13,42,31,27,34,20
Medtr7g078270,1,0,0,1,0,0
Medtr7g078290,0,0,0,0,0,0
Medtr7g078300,4,1,3,2,1,3
Medtr7g078310,0,0,0,0,0,0
Medtr7g078320,1,0,0,1,0,0
Medtr7g078330,0,0,0,0,0,0
Medtr7g078340,0,0,0,0,0,0
Medtr7g078360,9,8,6,10,6,5
Medtr7g078370,0,0,1,0,0,1
Medtr7g078380,0,0,0,0,0,0
Medtr7g078390,0,0,0,0,0,0
Medtr7g078400,15,33,26,20,27,29
Medtr7g078420,78,64,52,75,85,80
Medtr7g078430,0,0,0,0,0,0
Medtr7g078440,0,0,0,0,0,0
Medtr7g078460,0,0,1,0,0,0
Medtr7g078470,4,2,2,0,1,5
Medtr7g078500,0,2,2,0,3,9
Medtr7g078520,0,0,0,0,0,1
Medtr7g078535,0,0,0,0,0,0
Medtr7g078540,10,9,40,1,15,16
Medtr7g078550,0,0,0,0,0,0
Medtr7g078570,0,0,0,0,0,0
Medtr7g078580,0,0,0,0,0,0
Medtr7g078590,0,0,0,0,0,0
Medtr7g078600,0,0,0,0,0,0
Medtr7g078610,0,0,0,0,0,0
Medtr7g078630,0,0,0,0,0,0
Medtr7g078640,8,6,7,4,1,6
Medtr7g078650,0,0,0,0,0,0
Medtr7g078680,759,680,464,543,595,728
Medtr7g078690,251,264,276,270,306,295
Medtr7g078700,1544,1598,1508,1684,1668,1728
Medtr7g078705,2,3,1,1,0,0
Medtr7g078710,0,0,0,0,0,0
Medtr7g078720,0,0,0,0,0,0
Medtr7g078730,868,842,708,831,838,745
Medtr7g078750,0,0,0,0,0,0
Medtr7g078760,1854,1674,1732,1683,2128,1772
Medtr7g078770,0,0,0,0,0,0
Medtr7g078780,374,460,364,337,422,371
Medtr7g078790,156,193,166,131,151,142
Medtr7g078800,405,335,360,422,449,488
Medtr7g078810,0,0,0,0,0,0
Medtr7g078820,2800,3233,2862,3224,3212,3020
Medtr7g078835,0,0,0,0,0,0
Medtr7g078840,0,1,0,0,0,0
Medtr7g078860,3,0,3,0,2,3
Medtr7g078880,0,0,0,0,0,0
Medtr7g078900,9,4,3,7,3,3
Medtr7g078910,0,0,0,0,0,0
Medtr7g078930,0,0,0,0,0,0
Medtr7g078940,0,0,0,0,0,0
Medtr7g078960,0,0,0,0,0,0
Medtr7g078980,0,0,0,0,0,0
Medtr7g078990,684,666,620,620,871,684
Medtr7g078993,0,0,0,0,0,0
Medtr7g078997,0,0,0,0,0,0
Medtr7g079010,134,110,107,252,178,152
Medtr7g079015,0,0,0,0,0,0
Medtr7g079020,211,263,290,248,266,295
Medtr7g079030,644,736,696,688,711,707
Medtr7g079040,115,127,108,189,174,124
Medtr7g079050,0,0,0,0,0,0
Medtr7g079080,39,12,12,9,14,17
Medtr7g079110,814,760,644,521,589,556
Medtr7g079130,0,0,0,0,0,0
Medtr7g079140,1,0,0,0,1,1
Medtr7g079160,0,0,0,0,1,0
Medtr7g079180,680,677,668,882,1101,1100
Medtr7g079200,603,655,692,635,799,636
Medtr7g079220,5,5,9,10,15,5
Medtr7g079230,0,0,0,0,0,0
Medtr7g079240,0,0,0,0,0,0
Medtr7g079260,0,0,0,0,0,0
Medtr7g079280,0,0,0,0,0,1
Medtr7g079290,0,0,0,0,0,0
Medtr7g079295,0,0,0,0,0,0
Medtr7g079300,0,0,0,0,0,0
Medtr7g079310,31,16,12,7,27,23
Medtr7g079320,73,212,191,109,93,130
Medtr7g079350,368,795,708,819,747,745
Medtr7g079360,0,0,0,0,0,0
Medtr7g079370,0,0,0,0,0,0
Medtr7g079390,2,3,1,4,0,0
Medtr7g079400,0,0,0,0,0,0
Medtr7g079410,14,9,12,13,16,9
Medtr7g079420,309,338,339,341,399,366
Medtr7g079430,54,47,53,80,72,57
Medtr7g079440,718,808,761,646,696,712
Medtr7g079450,0,0,0,0,0,0
Medtr7g079470,0,0,0,0,0,0
Medtr7g079480,0,0,0,0,0,0
Medtr7g079490,1765,1982,2017,1564,2371,1833
Medtr7g079500,241,277,265,256,286,300
Medtr7g079510,401,463,385,444,480,452
Medtr7g079520,564,477,455,471,584,525
Medtr7g079530,243,222,204,166,180,174
Medtr7g079540,557,664,598,588,611,640
Medtr7g079550,234,225,164,234,208,192
Medtr7g079575,0,0,0,0,0,0
Medtr7g079600,0,6,0,0,1,1
Medtr7g079610,0,0,0,0,0,0
Medtr7g079620,0,0,0,0,0,0
Medtr7g079640,0,0,0,0,0,0
Medtr7g079650,0,0,0,0,0,0
Medtr7g079660,0,0,0,0,0,0
Medtr7g079680,966,971,1006,775,924,781
Medtr7g079720,61,35,23,53,53,53
Medtr7g079730,2,1,2,3,2,8
Medtr7g079740,1,0,0,2,0,0
Medtr7g079750,0,0,0,0,0,0
Medtr7g079770,0,0,1,0,0,0
Medtr7g079780,0,0,0,0,0,0
Medtr7g079820,38,12,14,9,7,17
Medtr7g079830,213,169,150,173,199,145
Medtr7g079840,1414,1313,1125,1148,1094,1207
Medtr7g079850,951,944,971,702,1192,826
Medtr7g079860,36,45,33,29,40,32
Medtr7g079870,137,112,111,123,104,130
Medtr7g079900,1833,2040,1464,3021,2138,3082
Medtr7g079940,0,0,0,0,0,0
Medtr7g079970,80,92,124,108,83,92
Medtr7g079990,4779,5290,4294,5281,4907,4754
Medtr7g079995,10,1,5,5,7,14
Medtr7g080000,0,3,1,3,2,1
Medtr7g080020,24,24,26,32,31,36
Medtr7g080030,0,1,2,2,0,6
Medtr7g080040,1317,1328,1268,1182,1443,1376
Medtr7g080060,7686,6443,8345,5301,9366,6721
Medtr7g080090,2,0,3,3,9,6
Medtr7g080110,9501,9564,9320,9003,10730,9606
Medtr7g080113,10,5,4,8,12,4
Medtr7g080117,133,153,189,147,212,159
Medtr7g080123,0,0,0,0,0,1
Medtr7g080165,185,245,162,146,150,107
Medtr7g080170,1404,1736,1614,1432,1695,1398
Medtr7g080180,294,328,360,274,447,280
Medtr7g080220,175,141,128,207,182,298
Medtr7g080230,474,710,745,455,598,566
Medtr7g080250,328,222,278,303,372,412
Medtr7g080260,3,3,4,5,3,3
Medtr7g080270,533,759,786,536,865,699
Medtr7g080280,869,947,696,797,710,784
Medtr7g080290,620,538,564,510,822,566
Medtr7g080300,117,104,97,98,137,125
Medtr7g080310,0,0,0,0,0,0
Medtr7g080320,1303,1239,1238,1107,1620,1285
Medtr7g080340,0,0,0,0,0,0
Medtr7g080350,1689,1694,1726,1511,2202,1795
Medtr7g080370,3011,3464,3349,3261,3866,3697
Medtr7g080380,0,0,0,0,0,0
Medtr7g080390,1905,1786,1831,1486,2584,1792
Medtr7g080410,536,474,478,481,503,526
Medtr7g080420,0,0,0,0,0,0
Medtr7g080430,84,81,60,105,100,92
Medtr7g080435,7,3,5,9,13,2
Medtr7g080440,35,29,37,32,65,37
Medtr7g080450,952,931,1107,1218,1400,1372
Medtr7g080460,301,216,299,194,436,409
Medtr7g080480,0,0,0,0,0,0
Medtr7g080490,329,332,376,265,398,304
Medtr7g080500,658,669,734,636,815,716
Medtr7g080530,6,4,9,7,6,10
Medtr7g080550,820,697,858,677,1227,919
Medtr7g080560,0,0,0,0,0,0
Medtr7g080570,11,9,16,3,6,4
Medtr7g080575,1552,2006,1841,1844,1996,1727
Medtr7g080590,0,0,0,0,0,0
Medtr7g080600,0,0,0,0,0,0
Medtr7g080610,1,5,4,4,1,4
Medtr7g080620,27,33,35,33,47,26
Medtr7g080630,304,276,284,275,350,227
Medtr7g080730,947,989,910,902,1209,922
Medtr7g080740,308,267,256,321,378,332
Medtr7g080750,442,493,506,361,355,373
Medtr7g080760,2130,2034,2331,1697,2457,2068
Medtr7g080765,0,0,0,0,0,0
Medtr7g080780,1667,2117,2032,1869,2150,2298
Medtr7g080793,30,27,16,40,28,45
Medtr7g080803,2579,2070,2306,1721,2896,2160
Medtr7g080810,672,832,842,764,806,774
Medtr7g080820,17,14,9,7,20,15
Medtr7g080850,0,0,0,0,0,0
Medtr7g080860,546,436,518,402,764,521
Medtr7g080880,1,5,2,0,1,3
Medtr7g080890,118,92,95,96,122,151
Medtr7g080900,136,153,132,123,166,123
Medtr7g080910,0,0,0,1,0,0
Medtr7g080920,333,204,208,249,270,299
Medtr7g080930,230,249,231,224,247,271
Medtr7g080935,0,1,0,2,0,0
Medtr7g080940,1,0,0,1,0,0
Medtr7g080950,1,1,0,0,1,0
Medtr7g080960,12,10,14,5,0,2
Medtr7g080980,560,470,467,422,508,297
Medtr7g080990,0,0,0,0,0,0
Medtr7g081010,2282,2092,2436,1871,3012,2070
Medtr7g081015,11,11,10,5,19,12
Medtr7g081020,354,418,392,469,438,451
Medtr7g081040,453,425,332,408,478,381
Medtr7g081050,0,0,0,0,3,2
Medtr7g081060,3,4,4,3,1,9
Medtr7g081070,169,134,148,135,187,173
Medtr7g081075,0,0,0,0,0,0
Medtr7g081090,1,0,0,0,0,0
Medtr7g081105,0,0,0,0,0,0
Medtr7g081120,33,72,38,74,29,30
Medtr7g081130,120,137,205,129,232,128
Medtr7g081140,0,0,0,0,0,0
Medtr7g081150,43,47,30,25,39,27
Medtr7g081160,1,5,5,3,1,0
Medtr7g081170,0,0,0,0,0,0
Medtr7g081180,0,0,0,0,1,0
Medtr7g081190,947,1136,1009,1074,1162,1064
Medtr7g081200,46,48,67,61,72,54
Medtr7g081210,568,675,615,568,635,610
Medtr7g081220,571,582,603,410,755,518
Medtr7g081230,879,1032,965,875,977,892
Medtr7g081250,0,0,1,0,0,0
Medtr7g081260,647,836,707,754,742,808
Medtr7g081270,0,0,0,1,1,0
Medtr7g081280,0,0,0,0,0,0
Medtr7g081290,0,0,0,0,0,0
Medtr7g081300,1557,1180,941,1464,1215,1222
Medtr7g081340,1,0,0,0,0,1
Medtr7g081350,1,1,0,0,0,1
Medtr7g081360,0,0,0,0,0,0
Medtr7g081370,2,2,0,2,1,1
Medtr7g081380,346,277,317,216,322,217
Medtr7g081410,161,196,169,126,193,132
Medtr7g081420,1351,2008,1652,1292,1992,1691
Medtr7g081462,0,0,0,0,0,0
Medtr7g081465,0,0,0,0,0,0
Medtr7g081480,207,229,272,195,223,198
Medtr7g081490,2,2,1,1,1,5
Medtr7g081500,2422,2836,2659,2144,3591,2219
Medtr7g081570,255,286,246,206,339,242
Medtr7g081580,741,711,694,582,1103,763
Medtr7g081590,0,0,0,0,0,0
Medtr7g081595,0,0,0,0,0,0
Medtr7g081605,0,0,0,0,0,0
Medtr7g081610,0,0,0,0,0,0
Medtr7g081615,0,3,2,0,3,4
Medtr7g081620,0,0,0,0,0,0
Medtr7g081640,0,0,0,0,0,0
Medtr7g081645,0,0,0,0,0,0
Medtr7g081650,0,0,0,0,1,0
Medtr7g081655,0,0,1,0,0,0
Medtr7g081660,6102,5536,6015,5130,8831,6416
Medtr7g081665,356,318,279,397,396,377
Medtr7g081685,0,0,0,0,0,0
Medtr7g081695,206,200,233,189,253,187
Medtr7g081700,3136,3584,3512,3045,4047,3305
Medtr7g081705,940,1025,982,934,1047,935
Medtr7g081710,0,0,1,0,0,1
Medtr7g081715,400,368,430,333,516,408
Medtr7g081720,1733,1396,1028,1926,1478,1142
Medtr7g081725,0,0,0,0,0,0
Medtr7g081735,889,898,844,836,1260,1054
Medtr7g081750,7489,7923,7769,9880,8563,8577
Medtr7g081765,0,0,0,0,0,0
Medtr7g081780,13,23,31,14,38,25
Medtr7g081785,0,0,0,0,0,0
Medtr7g081795,22,54,20,24,27,13
Medtr7g081805,254,385,354,204,345,301
Medtr7g081815,436,737,719,477,762,662
Medtr7g081840,0,0,0,0,0,1
Medtr7g082090,0,0,0,0,0,0
Medtr7g082100,0,0,0,0,0,0
Medtr7g082110,5,6,6,4,4,7
Medtr7g082120,1,1,0,0,0,0
Medtr7g082130,14,15,15,6,17,4
Medtr7g082140,305,296,304,238,355,285
Medtr7g082150,121,114,103,90,145,121
Medtr7g082160,26,48,32,37,39,42
Medtr7g082180,117,178,116,103,95,120
Medtr7g082190,0,0,0,0,0,0
Medtr7g082220,79,73,86,68,110,97
Medtr7g082230,101,102,85,101,212,111
Medtr7g082240,93,87,74,80,85,99
Medtr7g082270,440,482,503,462,526,498
Medtr7g082280,61,110,59,60,35,38
Medtr7g082290,65,73,70,72,25,52
Medtr7g082300,118,133,109,109,169,91
Medtr7g082310,16,18,15,23,15,17
Medtr7g082360,23,18,14,11,13,12
Medtr7g082380,0,0,0,1,0,1
Medtr7g082390,8,16,17,21,23,20
Medtr7g082400,0,0,0,0,0,0
Medtr7g082410,0,0,0,0,0,0
Medtr7g082430,110,137,113,189,173,197
Medtr7g082460,65,77,86,77,117,68
Medtr7g082470,18,44,44,58,43,28
Medtr7g082480,0,0,0,0,0,0
Medtr7g082490,1,2,0,3,4,0
Medtr7g082500,0,1,0,0,0,1
Medtr7g082510,33,35,30,34,54,37
Medtr7g082520,84,75,97,85,88,90
Medtr7g082530,661,871,872,668,685,594
Medtr7g082533,16,14,18,30,22,16
Medtr7g082537,34,55,52,32,48,31
Medtr7g082540,9,6,6,6,6,4
Medtr7g082550,22,18,24,16,25,15
Medtr7g082560,0,0,0,0,0,0
Medtr7g082570,750,1558,958,1340,871,765
Medtr7g082580,0,0,0,0,0,0
Medtr7g082590,0,0,0,0,1,0
Medtr7g082600,0,0,0,0,0,0
Medtr7g082640,3223,3113,2263,4652,4190,5681
Medtr7g082650,1377,1646,1638,1328,1779,1485
Medtr7g082660,80,84,61,119,87,100
Medtr7g082670,378,382,349,363,410,381
Medtr7g082680,39,40,47,32,47,49
Medtr7g082690,14,11,13,15,25,20
Medtr7g082700,5,8,8,7,13,10
Medtr7g082720,0,1,0,1,0,1
Medtr7g082725,1,1,1,1,0,1
Medtr7g082730,57,102,121,75,94,67
Medtr7g082740,2,6,8,3,2,1
Medtr7g082750,4,11,5,5,8,5
Medtr7g082760,429,560,473,359,396,403
Medtr7g082780,0,0,0,0,0,0
Medtr7g082800,9,13,16,9,5,18
Medtr7g082810,3,0,3,1,7,0
Medtr7g082820,0,0,0,0,0,0
Medtr7g082830,0,0,0,0,0,0
Medtr7g082850,274,254,293,217,373,280
Medtr7g082860,303,409,411,374,371,341
Medtr7g082880,0,0,0,0,0,0
Medtr7g082905,0,0,0,0,0,0
Medtr7g082910,986,1092,988,1051,1202,1078
Medtr7g082920,58,84,84,44,42,37
Medtr7g082940,7183,7675,8606,7385,9696,8517
Medtr7g082950,52,44,48,50,41,40
Medtr7g082960,0,0,0,0,0,0
Medtr7g082970,84,103,90,91,96,92
Medtr7g082980,368,359,389,381,445,410
Medtr7g082990,0,0,0,0,0,0
Medtr7g083000,0,0,0,0,0,0
Medtr7g083010,0,0,0,0,0,0
Medtr7g083030,325,339,374,327,412,304
Medtr7g083035,0,0,2,0,0,0
Medtr7g083060,97,99,94,124,81,92
Medtr7g083065,0,0,0,0,0,0
Medtr7g083070,0,1,0,1,2,2
Medtr7g083080,293,339,327,279,373,314
Medtr7g083110,197,228,287,124,281,184
Medtr7g083120,297,371,338,307,339,324
Medtr7g083130,581,861,727,551,659,614
Medtr7g083140,0,2,3,0,0,0
Medtr7g083180,2,2,2,0,2,1
Medtr7g083200,257,220,220,231,291,269
Medtr7g083210,0,0,0,0,0,0
Medtr7g083220,0,0,0,0,0,0
Medtr7g083230,1768,2173,1903,2198,2090,2191
Medtr7g083235,59,85,86,74,65,62
Medtr7g083240,969,1062,1058,920,1062,957
Medtr7g083270,0,0,0,0,0,0
Medtr7g083290,4,0,3,3,0,2
Medtr7g083300,0,0,0,0,0,0
Medtr7g083310,0,0,0,0,0,0
Medtr7g083320,0,0,0,0,0,0
Medtr7g083330,38,31,47,42,42,40
Medtr7g083360,0,0,0,0,0,0
Medtr7g083370,0,0,0,0,0,0
Medtr7g083410,8445,12051,8280,4238,2732,3330
Medtr7g083440,0,0,0,0,0,0
Medtr7g083450,0,0,2,0,0,1
Medtr7g083475,0,0,0,0,0,0
Medtr7g083480,2154,2215,2059,1986,2373,2116
Medtr7g083500,0,1,2,1,0,2
Medtr7g083520,0,1,1,2,0,2
Medtr7g083540,261,291,255,237,242,314
Medtr7g083560,4056,4003,4293,3113,5418,4061
Medtr7g083570,415,467,466,490,511,582
Medtr7g083575,0,1,0,0,0,0
Medtr7g083580,0,0,0,0,0,0
Medtr7g083585,378,356,315,420,359,327
Medtr7g083590,282,251,256,268,289,276
Medtr7g083610,2424,2610,2450,2425,3100,2920
Medtr7g083635,21,21,25,19,31,24
Medtr7g083640,146,134,128,112,190,175
Medtr7g083650,78,73,79,74,99,92
Medtr7g083660,423,503,423,534,447,434
Medtr7g083690,0,0,0,0,0,0
Medtr7g083700,1,1,3,3,5,4
Medtr7g083720,3324,3424,3869,2843,4362,3397
Medtr7g083730,220,233,186,216,196,183
Medtr7g083740,3,4,2,5,4,3
Medtr7g083750,0,0,0,0,0,0
Medtr7g083770,32,36,28,49,39,37
Medtr7g083790,5774,5324,5929,4813,8555,5475
Medtr7g083800,0,0,0,0,0,0
Medtr7g083810,53,68,66,45,49,44
Medtr7g083820,26,22,30,23,30,19
Medtr7g083830,6,2,3,1,1,4
Medtr7g083840,1242,1218,1186,1112,1727,1180
Medtr7g083870,1620,1785,1668,1540,1647,1461
Medtr7g083890,0,0,0,0,0,0
Medtr7g083900,50,60,62,44,60,55
Medtr7g083920,557,506,462,349,524,441
Medtr7g083930,1112,929,1031,972,1337,1101
Medtr7g083950,0,1,1,2,0,0
Medtr7g083960,0,0,0,0,0,0
Medtr7g083970,0,0,0,0,0,0
Medtr7g083980,0,0,0,0,0,0
Medtr7g084000,712,1011,697,1623,978,1511
Medtr7g084010,427,500,528,396,630,471
Medtr7g084020,1686,1814,1755,1564,1850,1748
Medtr7g084030,2095,2444,1973,2154,2121,2013
Medtr7g084040,2315,3139,2595,2602,2275,2322
Medtr7g084070,383,419,374,448,467,405
Medtr7g084080,0,0,0,0,0,0
Medtr7g084090,818,777,858,745,1052,836
Medtr7g084100,0,0,0,0,0,0
Medtr7g084110,0,0,0,0,0,0
Medtr7g084130,0,0,0,0,0,0
Medtr7g084140,139,141,138,113,197,156
Medtr7g084150,4133,4022,4436,3377,5816,4119
Medtr7g084160,58,40,51,94,57,80
Medtr7g084170,128,185,161,123,128,155
Medtr7g084200,1013,1037,1026,810,1118,908
Medtr7g084220,115,115,139,103,152,95
Medtr7g084230,0,0,0,0,0,0
Medtr7g084240,55,58,47,54,77,43
Medtr7g084250,739,935,985,510,1085,585
Medtr7g084265,0,0,0,0,0,0
Medtr7g084300,284,268,271,169,286,657
Medtr7g084310,0,0,0,0,0,0
Medtr7g084330,0,2,8,2,5,11
Medtr7g084340,0,0,0,0,0,0
Medtr7g084350,0,1,0,0,0,3
Medtr7g084360,1,0,0,0,0,0
Medtr7g084370,15,3,1,5,12,2
Medtr7g084380,1568,1717,1338,1360,1175,1078
Medtr7g084400,322,359,336,275,326,280
Medtr7g084420,0,0,0,0,0,0
Medtr7g084480,511,442,448,370,590,495
Medtr7g084490,0,0,1,0,2,3
Medtr7g084500,0,0,0,0,0,0
Medtr7g084560,236,260,242,244,248,261
Medtr7g084590,531,716,657,653,765,820
Medtr7g084600,0,0,0,0,0,0
Medtr7g084610,455,420,410,399,520,450
Medtr7g084620,2,7,11,9,17,8
Medtr7g084665,2,3,1,9,8,7
Medtr7g084670,100,83,122,84,146,98
Medtr7g084680,62,107,118,68,144,126
Medtr7g084690,181,432,269,237,372,302
Medtr7g084710,89,46,64,72,97,68
Medtr7g084720,45,25,23,19,30,25
Medtr7g084730,33,33,37,31,35,46
Medtr7g084740,465,387,384,379,465,460
Medtr7g084750,270,453,514,191,398,213
Medtr7g084760,2564,4820,4606,1707,2550,2475
Medtr7g084770,6125,8069,8985,5248,8820,6979
Medtr7g084780,0,0,0,0,0,0
Medtr7g084790,0,0,2,0,0,0
Medtr7g084800,253,118,134,346,331,591
Medtr7g084805,1,0,1,0,1,0
Medtr7g084810,473,518,549,470,592,587
Medtr7g084820,0,0,0,0,0,0
Medtr7g084830,49,64,49,58,52,68
Medtr7g084840,0,0,0,0,0,0
Medtr7g084850,1756,1805,1933,1712,2327,1768
Medtr7g084855,1,0,0,0,1,0
Medtr7g084860,2137,2127,2015,1754,2547,1928
Medtr7g084880,487,517,509,527,558,522
Medtr7g084890,197,189,215,197,217,209
Medtr7g084910,0,0,0,0,0,0
Medtr7g084940,0,0,0,0,0,0
Medtr7g084950,0,0,0,0,0,0
Medtr7g084970,0,0,0,0,0,0
Medtr7g084990,0,0,1,0,0,1
Medtr7g085020,0,0,0,0,0,1
Medtr7g085040,0,0,0,0,0,0
Medtr7g085050,853,871,841,675,1034,781
Medtr7g085055,175,179,188,152,195,160
Medtr7g085070,767,834,893,598,734,701
Medtr7g085080,12,6,9,15,9,17
Medtr7g085090,1501,1496,1683,1187,2163,1372
Medtr7g085100,50,44,52,32,64,63
Medtr7g085120,819,1043,388,428,404,194
Medtr7g085130,0,0,0,0,0,0
Medtr7g085140,0,0,0,0,0,0
Medtr7g085150,466,307,507,213,321,331
Medtr7g085160,0,0,0,0,1,0
Medtr7g085180,2094,2431,2191,1085,1289,1370
Medtr7g085200,19,15,27,17,16,19
Medtr7g085220,167,104,57,140,37,44
Medtr7g085230,0,0,0,0,0,0
Medtr7g085240,2228,2323,2224,2121,2498,2372
Medtr7g085260,268,421,376,314,344,336
Medtr7g085265,0,0,0,0,0,0
Medtr7g085277,0,0,0,0,0,0
Medtr7g085290,357,392,332,342,443,367
Medtr7g085310,2139,3112,2226,3114,2624,2892
Medtr7g085330,36,36,29,72,52,78
Medtr7g085340,0,0,0,0,0,0
Medtr7g085350,2571,2825,2717,2757,3086,2652
Medtr7g085380,0,0,0,0,0,0
Medtr7g085390,172,161,154,133,244,179
Medtr7g085410,243,243,264,266,368,289
Medtr7g085420,111,128,96,140,76,104
Medtr7g085430,0,0,0,0,0,0
Medtr7g085440,302,355,298,422,355,377
Medtr7g085445,13,14,11,19,15,10
Medtr7g085450,778,715,746,699,858,817
Medtr7g085465,0,0,0,0,0,0
Medtr7g085470,3,3,2,7,3,9
Medtr7g085490,12,7,8,8,10,9
Medtr7g085500,3636,3950,3699,3909,4397,3834
Medtr7g085520,0,0,0,0,0,0
Medtr7g085540,1958,1924,1972,1951,2293,2109
Medtr7g085560,1814,1943,1873,1693,2055,1723
Medtr7g085570,0,0,0,0,0,0
Medtr7g085590,0,0,0,0,0,0
Medtr7g085600,192,200,160,219,175,203
Medtr7g085610,10,18,8,15,15,9
Medtr7g085630,6181,7203,6530,5714,5139,4870
Medtr7g085640,1122,819,919,792,1464,990
Medtr7g085650,477,491,467,381,490,440
Medtr7g085660,110,113,94,106,105,116
Medtr7g085670,1019,1181,1152,1155,1174,1235
Medtr7g085680,1430,1545,1630,1557,1682,1634
Medtr7g085690,183,171,95,107,107,89
Medtr7g085770,0,0,0,0,0,0
Medtr7g085780,1530,2200,1843,1234,2008,1305
Medtr7g085790,471,502,365,509,471,445
Medtr7g085800,1810,2189,2175,1733,1920,1965
Medtr7g085810,66,174,158,92,139,91
Medtr7g085820,1897,2163,2086,2101,2403,2066
Medtr7g085840,75,96,60,43,51,51
Medtr7g085850,89,100,128,62,96,107
Medtr7g085860,0,0,0,0,0,0
Medtr7g085870,3,5,2,0,1,1
Medtr7g085900,0,0,0,0,0,0
Medtr7g085930,438,552,548,766,489,393
Medtr7g085940,0,0,0,0,0,0
Medtr7g085960,0,0,0,0,1,0
Medtr7g085970,0,0,0,0,0,0
Medtr7g085990,0,1,0,1,0,0
Medtr7g086000,205,261,197,252,215,212
Medtr7g086010,83,140,106,119,108,85
Medtr7g086030,960,1368,1363,953,1031,1009
Medtr7g086040,0,0,0,2,0,2
Medtr7g086050,750,901,900,760,958,839
Medtr7g086070,0,0,0,0,0,0
Medtr7g086080,813,910,840,716,971,729
Medtr7g086090,0,0,1,0,1,0
Medtr7g086100,0,1,0,0,0,0
Medtr7g086110,3,1,1,0,2,3
Medtr7g086130,118,91,98,136,92,102
Medtr7g086140,0,0,0,0,0,0
Medtr7g086150,0,0,0,0,0,0
Medtr7g086160,0,0,0,0,0,0
Medtr7g086170,0,0,0,0,0,0
Medtr7g086180,0,0,0,0,0,0
Medtr7g086190,0,1,0,0,1,0
Medtr7g086200,0,0,0,0,0,0
Medtr7g086210,0,0,0,0,0,0
Medtr7g086220,0,0,0,0,0,0
Medtr7g086230,0,1,0,0,0,0
Medtr7g086240,0,5,4,7,12,5
Medtr7g086260,0,0,0,0,0,0
Medtr7g086280,0,0,0,0,0,0
Medtr7g086290,425,492,430,374,509,376
Medtr7g086300,62346,72659,81545,48656,86102,52095
Medtr7g086310,0,0,0,0,0,0
Medtr7g086320,0,0,0,0,0,0
Medtr7g086330,0,0,0,0,0,0
Medtr7g086340,11057,14463,11812,27983,22967,29854
Medtr7g086350,1,0,0,1,0,0
Medtr7g086360,986,1003,891,1072,1355,1107
Medtr7g086370,437,438,405,399,540,470
Medtr7g086380,11,8,6,13,10,8
Medtr7g086390,0,0,4,1,0,0
Medtr7g086410,1,7,1,0,2,2
Medtr7g086420,464,375,335,363,332,253
Medtr7g086430,461,523,441,562,504,546
Medtr7g086460,366,351,370,377,476,436
Medtr7g086470,341,266,359,251,440,345
Medtr7g086500,606,609,598,646,766,654
Medtr7g086510,1281,1557,1173,1444,1191,1199
Medtr7g086520,19,38,15,25,45,26
Medtr7g086540,0,0,0,0,0,0
Medtr7g086580,273,297,268,294,345,300
Medtr7g086590,0,0,0,0,0,0
Medtr7g086610,358,449,485,441,423,459
