Feature ID,salt,salt,salt,salt,salt,salt
Medtr3g075220,191,269,188,159,271,218
Medtr3g075230,29,12,12,18,9,15
Medtr3g075240,820,879,905,736,812,841
Medtr3g075250,580,797,588,602,736,673
Medtr3g075260,17,25,13,12,20,23
Medtr3g075270,0,0,0,0,0,0
Medtr3g075280,0,0,0,0,0,0
Medtr3g075310,98,161,107,104,123,120
Medtr3g075320,376,543,714,235,345,502
Medtr3g075340,0,0,0,0,0,0
Medtr3g075360,0,0,0,0,0,0
Medtr3g075370,0,0,0,0,0,0
Medtr3g075380,136,191,198,147,163,177
Medtr3g075390,439,376,809,447,287,709
Medtr3g075400,192,180,206,149,144,186
Medtr3g075410,572,928,691,647,868,682
Medtr3g075430,2,2,0,4,0,1
Medtr3g075440,632,769,739,1105,675,1185
Medtr3g075450,2234,1649,1341,1704,1804,1851
Medtr3g075460,118,165,157,132,235,184
Medtr3g075470,73,49,77,44,57,48
Medtr3g075500,740,987,861,762,1165,1027
Medtr3g075510,3151,1718,1127,2373,1296,1051
Medtr3g075520,0,0,1,1,0,0
Medtr3g075530,381,466,409,460,444,405
Medtr3g075540,129,141,122,128,158,136
Medtr3g076530,15,11,12,24,12,19
Medtr3g076540,1347,1622,1579,1285,1550,1462
Medtr3g076550,2,2,2,4,1,0
Medtr3g076560,3,7,6,8,5,8
Medtr3g076570,281,346,251,272,305,334
Medtr3g076590,168,193,168,175,189,181
Medtr3g076610,108,234,116,148,158,105
Medtr3g076630,539,955,537,687,1101,722
Medtr3g076640,0,0,0,0,0,0
Medtr3g076650,456,511,485,449,531,534
Medtr3g076660,1040,1303,1399,1191,1375,1449
Medtr3g076670,0,0,0,0,0,0
Medtr3g076680,0,0,0,0,0,0
Medtr3g076710,0,0,0,0,0,0
Medtr3g076720,0,0,0,0,0,0
Medtr3g076760,0,0,0,0,0,0
Medtr3g076770,1,0,0,0,1,0
Medtr3g076800,0,0,0,0,0,0
Medtr3g076810,0,0,0,0,0,0
Medtr3g076850,0,0,0,0,0,0
Medtr3g076870,0,0,0,0,0,0
Medtr3g076880,0,0,0,0,0,0
Medtr3g076920,37,32,34,31,45,28
Medtr3g076930,47,132,85,94,141,92
Medtr3g076950,1293,1052,1167,1030,716,1095
Medtr3g076960,107,64,78,105,37,73
Medtr3g076970,819,892,962,685,916,870
Medtr3g076990,924,1297,1030,972,1306,1236
Medtr3g077000,49,27,48,29,32,39
Medtr3g077010,0,1,0,0,0,0
Medtr3g077017,629,789,571,578,900,682
Medtr3g077030,4138,2526,2719,2085,2385,2738
Medtr3g077040,2,1,0,0,0,0
Medtr3g077050,4842,8482,5405,5320,10149,6784
Medtr3g077080,1368,1478,1117,1123,1405,1231
Medtr3g077090,0,0,0,0,0,0
Medtr3g077110,2,8,8,10,3,6
Medtr3g077120,11,12,15,18,19,14
Medtr3g077160,1192,1306,1163,1015,1326,1247
Medtr3g077190,0,0,0,0,0,0
Medtr3g077200,14,21,9,15,14,13
Medtr3g077220,0,0,0,0,0,0
Medtr3g077240,5,6,2,0,6,4
Medtr3g077250,281,333,362,366,366,333
Medtr3g077280,34,47,39,58,22,36
Medtr3g077300,119,126,126,93,110,113
Medtr3g077320,582,784,677,562,770,708
Medtr3g077340,18,26,21,30,33,17
Medtr3g077350,88,78,98,67,97,91
Medtr3g077360,7,4,4,7,2,2
Medtr3g077400,0,0,0,0,0,0
Medtr3g077410,24,26,25,28,26,31
Medtr3g077420,166,218,187,205,205,210
Medtr3g077430,141,182,170,117,174,175
Medtr3g077440,1793,2010,1785,1849,2008,2098
Medtr3g077450,343,511,431,473,595,603
Medtr3g077460,1,0,0,0,1,1
Medtr3g077490,192,235,251,209,221,212
Medtr3g077500,383,376,345,341,366,380
Medtr3g077510,0,0,0,0,0,0
Medtr3g077520,1,1,0,1,2,2
Medtr3g077540,862,881,917,659,777,842
Medtr3g077550,4,3,8,4,1,5
Medtr3g077560,770,722,687,554,695,668
Medtr3g077570,112,109,146,87,97,113
Medtr3g077580,406,571,483,390,609,534
Medtr3g077590,2437,2428,2122,2432,2214,2402
Medtr3g077600,1,2,1,3,1,2
Medtr3g077610,0,0,0,0,0,0
Medtr3g077620,768,811,741,711,758,780
Medtr3g077630,59,79,92,68,60,74
Medtr3g077640,2039,3763,2255,3061,4501,3036
Medtr3g077650,0,0,0,0,0,2
Medtr3g077670,397,452,433,421,442,412
Medtr3g077710,0,0,0,0,0,0
Medtr3g077720,1759,2014,2020,1679,1968,1973
Medtr3g077730,2,1,2,2,0,2
Medtr3g077740,2008,2403,1928,2351,2039,2237
Medtr3g077750,281,277,286,215,265,279
Medtr3g077860,312,498,352,388,480,458
Medtr3g077870,33,29,15,34,39,31
Medtr3g077875,0,0,0,0,0,0
Medtr3g077890,195,184,183,186,144,169
Medtr3g077897,0,0,0,0,0,0
Medtr3g077910,4,0,0,1,0,0
Medtr3g077920,0,0,0,0,0,0
Medtr3g077930,1,0,1,1,0,0
Medtr3g077940,90,132,41,109,71,33
Medtr3g077950,722,889,710,836,731,885
Medtr3g077990,206,187,214,197,219,216
Medtr3g078000,355,592,376,438,608,489
Medtr3g078010,734,717,779,659,690,713
Medtr3g078020,787,818,746,642,691,807
Medtr3g078030,440,629,505,559,789,640
Medtr3g078040,0,0,0,0,0,0
Medtr3g078050,0,0,0,0,0,0
Medtr3g078070,0,0,0,0,0,0
Medtr3g078080,0,0,0,0,0,0
Medtr3g078090,185,277,233,186,235,206
Medtr3g078110,1,2,4,1,4,1
Medtr3g078120,27,31,17,16,22,23
Medtr3g078130,2087,2636,2191,1984,2585,2497
Medtr3g078140,0,0,0,0,0,0
Medtr3g078160,935,589,692,614,525,794
Medtr3g078170,217,172,351,117,105,368
Medtr3g078190,0,0,2,0,1,0
Medtr3g078210,0,0,0,0,0,0
Medtr3g078240,487,342,324,283,313,309
Medtr3g078250,12,9,6,100,64,61
Medtr3g078260,533,626,601,556,512,610
Medtr3g078270,1366,2101,1929,1668,2096,1847
Medtr3g078300,393,538,440,394,421,365
Medtr3g078310,1349,1729,1517,1421,1761,1498
Medtr3g078320,41,25,66,26,26,52
Medtr3g078330,0,1,0,2,1,0
Medtr3g078340,443,403,384,415,422,445
Medtr3g078360,1,8,5,1,7,2
Medtr3g078370,583,1118,682,815,1272,942
Medtr3g078380,542,471,486,411,391,512
Medtr3g078400,0,0,0,0,0,0
Medtr3g078410,77,136,81,294,248,274
Medtr3g078420,532,645,534,1081,628,856
Medtr3g078430,0,0,0,0,0,0
Medtr3g078440,0,0,0,0,0,0
Medtr3g078450,0,0,0,0,0,0
Medtr3g078460,0,0,0,0,0,0
Medtr3g078470,0,0,0,0,0,0
Medtr3g078480,0,0,0,0,0,0
Medtr3g078490,223,466,369,306,518,322
Medtr3g078520,0,0,0,0,0,0
Medtr3g078540,0,1,0,0,0,0
Medtr3g078550,4066,4089,4741,3037,3253,4297
Medtr3g078560,32,46,27,34,49,24
Medtr3g078570,619,909,646,725,836,698
Medtr3g078580,106,117,92,97,148,128
Medtr3g078590,8797,8342,7701,7408,8280,7539
Medtr3g078610,1331,1916,1696,1586,2041,1697
Medtr3g078613,382,513,460,547,679,568
Medtr3g078623,1,1,1,18,15,16
Medtr3g078627,0,0,0,0,0,0
Medtr3g078633,1826,2314,2312,2344,2019,2591
Medtr3g078637,255,296,283,235,285,318
Medtr3g078643,0,0,0,0,0,0
Medtr3g078647,4960,5189,5029,4416,4854,5477
Medtr3g078653,8330,14067,9406,9144,15845,11746
Medtr3g078663,488,685,532,585,711,577
Medtr3g078670,0,0,0,0,0,0
Medtr3g078700,2511,4741,2824,3290,4709,3383
Medtr3g078730,12,5,0,9,7,0
Medtr3g078740,96,169,99,154,168,130
Medtr3g078770,2469,2060,2272,2054,2068,2514
Medtr3g078780,0,0,0,0,0,0
Medtr3g078800,137,260,234,255,335,424
Medtr3g078810,0,0,0,0,0,0
Medtr3g078820,0,0,0,0,0,0
Medtr3g078830,322,402,347,361,426,429
Medtr3g078850,110,194,151,148,213,187
Medtr3g078860,126,164,127,118,197,148
Medtr3g079170,0,0,0,0,2,0
Medtr3g079180,0,0,0,0,1,0
Medtr3g079190,0,0,0,0,0,0
Medtr3g079200,942,1164,1036,1028,1174,1115
Medtr3g079210,274,456,358,299,427,347
Medtr3g079220,275,370,291,332,430,318
Medtr3g079230,0,0,0,0,0,0
Medtr3g079240,4,2,1,1,0,11
Medtr3g079270,0,0,0,0,0,0
Medtr3g079310,521,516,501,508,551,501
Medtr3g079320,34,20,17,9,6,19
Medtr3g079330,244,407,273,264,422,368
Medtr3g079340,678,922,1000,1746,1068,1501
Medtr3g079380,2,8,6,17,1,5
Medtr3g079390,22,29,34,43,50,33
Medtr3g079420,282,145,247,263,139,410
Medtr3g079450,626,693,1034,710,606,1080
Medtr3g079470,0,0,0,0,0,0
Medtr3g079480,169,189,225,180,164,222
Medtr3g079510,0,3,1,3,1,1
Medtr3g079520,3,0,1,0,0,0
Medtr3g079530,216,227,199,219,221,224
Medtr3g079550,0,1,1,0,0,1
Medtr3g079560,0,0,1,0,1,0
Medtr3g079570,1,10,9,9,9,8
Medtr3g079590,0,2,0,5,3,10
Medtr3g079600,0,1,1,12,12,12
Medtr3g079610,9,5,4,6,8,3
Medtr3g079620,4,0,1,5,3,0
Medtr3g079630,0,9,2,19,7,2
Medtr3g079640,2149,2118,2078,2209,2057,2434
Medtr3g079650,0,3,2,1,0,1
Medtr3g079660,0,0,0,0,0,0
Medtr3g079670,0,0,0,2,1,0
Medtr3g079680,31,42,43,27,54,46
Medtr3g079690,0,0,0,0,0,0
Medtr3g079700,0,0,0,0,0,0
Medtr3g079720,0,0,0,0,0,0
Medtr3g079750,1788,3324,1893,2640,3520,2292
Medtr3g079770,0,0,0,0,0,0
Medtr3g079780,0,0,0,0,2,1
Medtr3g079783,0,0,0,0,0,0
Medtr3g079787,0,0,0,0,0,0
Medtr3g079790,0,0,0,0,0,0
Medtr3g079805,0,0,0,0,0,0
Medtr3g079810,0,0,0,0,0,0
Medtr3g079820,0,0,0,1,0,1
Medtr3g079840,3411,4118,3354,3896,3917,4020
Medtr3g079850,0,0,4,7,5,3
Medtr3g079860,7,3,2,1,0,1
Medtr3g079880,0,0,0,0,0,0
Medtr3g079890,227,236,241,208,289,233
Medtr3g079900,10,23,20,13,25,26
Medtr3g079915,3,14,8,6,7,11
Medtr3g079925,8,5,8,12,8,5
Medtr3g079970,0,0,0,0,0,0
Medtr3g079980,0,0,0,0,0,0
Medtr3g080000,39,35,28,19,41,33
Medtr3g080010,0,0,0,0,0,0
Medtr3g080020,10,5,3,8,4,3
Medtr3g080025,0,0,0,0,0,0
Medtr3g080040,1341,1418,1363,1217,1406,1426
Medtr3g080050,705,863,793,927,706,853
Medtr3g080060,0,0,0,0,0,0
Medtr3g080070,640,750,700,716,736,760
Medtr3g080080,260,481,490,439,526,510
Medtr3g080090,17,11,4,17,11,9
Medtr3g080100,185,195,311,172,175,286
Medtr3g080120,565,851,616,685,814,762
Medtr3g080130,86,118,104,92,105,103
Medtr3g080140,1,0,0,0,0,1
Medtr3g080150,2,0,1,2,2,2
Medtr3g080160,1,5,6,5,12,3
Medtr3g080170,18,31,21,16,29,36
Medtr3g080180,0,0,0,0,0,0
Medtr3g080190,45,76,72,47,59,82
Medtr3g080220,3,4,4,5,6,4
Medtr3g080230,20,28,23,17,35,30
Medtr3g080240,147,130,133,110,119,152
Medtr3g080245,0,0,1,0,0,0
Medtr3g080260,404,397,390,363,432,406
Medtr3g080270,0,0,0,0,0,0
Medtr3g080280,0,0,0,0,1,0
Medtr3g080300,0,0,0,0,0,0
Medtr3g080310,0,0,0,0,0,0
Medtr3g080320,0,0,0,0,0,0
Medtr3g080330,0,0,0,0,0,0
Medtr3g080340,0,0,0,0,0,0
Medtr3g080350,0,0,0,0,0,0
Medtr3g080360,0,2,1,1,2,4
Medtr3g080370,45,38,33,27,39,32
Medtr3g080390,107,123,84,73,103,96
Medtr3g080400,191,228,183,198,181,226
Medtr3g080410,820,1336,857,794,1356,903
Medtr3g080417,0,0,0,0,0,0
Medtr3g080430,0,0,0,0,0,0
Medtr3g080450,0,2,1,0,0,0
Medtr3g080455,0,2,0,0,0,0
Medtr3g080460,35,63,57,30,56,51
Medtr3g080470,279,429,350,320,302,423
Medtr3g080480,194,244,206,187,246,174
Medtr3g080490,0,0,0,0,0,0
Medtr3g080500,875,1067,1296,1008,879,1410
Medtr3g080510,64,77,62,68,73,71
Medtr3g080530,5,0,6,4,2,1
Medtr3g080550,94,161,96,108,191,145
Medtr3g080555,4,13,9,5,21,17
Medtr3g080570,0,0,0,0,0,0
Medtr3g080580,9,9,5,11,7,11
Medtr3g080590,0,0,0,0,0,0
Medtr3g080610,0,0,0,0,0,0
Medtr3g080620,0,0,0,0,0,0
Medtr3g080640,526,617,455,560,598,602
Medtr3g080660,109,142,112,88,112,110
Medtr3g080670,901,1519,982,973,1718,1322
Medtr3g080680,69,105,88,90,81,83
Medtr3g080690,0,0,0,0,0,0
Medtr3g080700,0,0,0,0,0,0
Medtr3g080710,0,0,0,0,0,0
Medtr3g080720,0,0,0,0,0,0
Medtr3g080743,0,0,0,0,0,0
Medtr3g080750,61,75,60,64,73,76
Medtr3g080760,0,1,0,0,0,0
Medtr3g080765,7,13,6,3,7,4
Medtr3g080780,2,6,3,2,3,2
Medtr3g080790,0,1,1,3,1,0
Medtr3g080800,154,183,202,149,212,174
Medtr3g080810,7,42,11,16,40,32
Medtr3g080830,1624,2165,1603,2294,2185,1938
Medtr3g080840,13,22,32,10,13,26
Medtr3g080850,0,0,0,0,0,1
Medtr3g080860,10,16,12,54,28,27
Medtr3g080870,103,175,150,169,175,151
Medtr3g080890,1,3,1,1,1,1
Medtr3g080900,0,3,2,4,3,3
Medtr3g080910,39,50,45,26,39,49
Medtr3g080930,12,21,14,14,8,21
Medtr3g080940,0,0,0,0,0,0
Medtr3g080950,0,0,0,0,0,0
Medtr3g080960,2289,2558,2413,2083,2449,2545
Medtr3g080970,1808,2509,1915,1984,2630,2201
Medtr3g080980,0,0,0,0,0,0
Medtr3g080990,0,0,0,0,0,0
Medtr3g081000,0,0,0,0,0,0
Medtr3g081030,113,73,88,108,97,107
Medtr3g081040,1,0,0,1,2,0
Medtr3g081050,0,0,0,0,0,0
Medtr3g081060,0,0,0,0,0,0
Medtr3g081080,1,1,2,2,5,1
Medtr3g081090,3798,4170,4362,6767,4281,6537
Medtr3g081100,1,1,2,2,3,3
Medtr3g081130,1370,1991,1644,1198,1474,2026
Medtr3g081140,0,1,0,19,32,23
Medtr3g081150,383,368,380,349,337,392
Medtr3g081170,1576,3148,2020,2931,3248,2616
Medtr3g081180,532,619,589,514,679,610
Medtr3g081190,0,0,0,0,0,0
Medtr3g081210,0,0,0,0,0,0
Medtr3g081220,0,0,0,0,0,0
Medtr3g081240,0,0,2,0,0,0
Medtr3g081260,0,0,0,0,0,0
Medtr3g081270,0,0,0,0,0,0
Medtr3g081290,187,177,198,161,171,176
Medtr3g081300,0,0,0,0,0,0
Medtr3g081310,507,1029,586,751,1161,816
Medtr3g081350,0,0,0,0,0,0
Medtr3g081360,0,0,0,0,0,0
Medtr3g081370,0,0,0,0,0,0
Medtr3g081380,0,4,0,3,3,3
Medtr3g081390,0,0,0,0,0,0
Medtr3g081400,0,0,0,0,0,0
Medtr3g081410,0,0,0,0,0,0
Medtr3g081420,0,0,0,0,0,0
Medtr3g081430,0,0,0,0,0,0
Medtr3g081440,228,311,262,227,281,230
Medtr3g081450,0,0,0,0,0,0
Medtr3g081460,0,0,0,0,0,0
Medtr3g081480,880,1142,979,1027,1219,1131
Medtr3g081490,390,392,318,383,346,376
Medtr3g081500,406,281,219,533,231,292
Medtr3g081510,0,0,0,0,0,0
Medtr3g081530,625,809,691,707,855,811
Medtr3g081550,0,0,0,0,0,0
Medtr3g081560,284,354,294,310,374,352
Medtr3g081580,240,248,174,201,170,200
Medtr3g081590,0,0,0,0,0,0
Medtr3g081610,0,0,0,0,1,1
Medtr3g081620,0,0,0,0,0,0
Medtr3g081630,0,0,0,0,0,0
Medtr3g081640,17,29,52,115,78,83
Medtr3g081650,0,0,0,0,0,0
Medtr3g081660,0,0,0,0,0,0
Medtr3g081690,41,8,3,0,2,6
Medtr3g082025,0,0,0,0,0,0
Medtr3g082050,130,190,202,110,147,216
Medtr3g082060,12,8,17,12,17,7
Medtr3g082070,134,209,123,120,212,155
Medtr3g082080,109,130,102,97,107,119
Medtr3g082087,0,0,0,0,0,0
Medtr3g082090,0,0,0,0,0,0
Medtr3g082100,4187,8200,4733,5836,7950,6377
Medtr3g082120,50,100,55,62,152,69
Medtr3g082130,9,14,18,13,21,21
Medtr3g082140,1321,2088,1508,1697,2153,1791
Medtr3g082150,1655,2215,1993,1746,1998,2145
Medtr3g082160,42,69,61,48,57,66
Medtr3g082170,0,0,0,0,0,0
Medtr3g082180,7,7,7,4,8,6
Medtr3g082190,318,412,369,291,399,353
Medtr3g082200,284,539,430,443,703,466
Medtr3g082210,0,1,0,0,0,2
Medtr3g082230,0,0,0,0,0,0
Medtr3g082250,8,45,18,122,20,22
Medtr3g082260,0,1,0,4,0,1
Medtr3g082270,198,275,253,235,277,265
Medtr3g082330,0,0,1,0,0,0
Medtr3g082340,214,4,1,8,32,38
Medtr3g082350,0,2,1,0,0,0
Medtr3g082355,0,0,0,0,0,0
Medtr3g082370,0,0,0,0,0,0
Medtr3g082380,0,0,0,0,0,0
Medtr3g082400,0,0,0,0,0,0
Medtr3g082410,0,0,0,0,0,0
Medtr3g082420,355,431,370,347,409,396
Medtr3g082430,0,0,0,0,0,1
Medtr3g082440,56,68,57,207,136,129
Medtr3g082450,0,0,0,0,0,0
Medtr3g082460,0,0,0,0,0,0
Medtr3g082485,0,0,0,0,0,0
Medtr3g082500,0,0,0,0,0,0
Medtr3g082510,454,344,468,333,277,400
Medtr3g082540,0,0,0,0,0,0
Medtr3g082580,0,0,0,0,0,0
Medtr3g082600,0,0,0,0,0,0
Medtr3g082630,1230,1072,1238,892,912,1259
Medtr3g082650,1100,1288,1194,1132,1247,1290
Medtr3g082660,2451,2486,2417,2400,2188,2696
Medtr3g082670,0,0,0,0,0,0
Medtr3g082680,86,111,109,96,141,127
Medtr3g082690,110,122,138,75,89,160
Medtr3g082700,645,873,780,1148,436,828
Medtr3g082720,325,379,412,363,428,422
Medtr3g082725,37,46,44,41,47,49
Medtr3g082730,0,1,1,3,2,2
Medtr3g082740,93,129,108,100,114,116
Medtr3g082750,406,350,402,387,286,423
Medtr3g082760,388,775,480,491,761,649
Medtr3g082770,28,50,33,204,53,46
Medtr3g082780,16,9,5,24,10,14
Medtr3g082790,376,504,409,390,474,390
Medtr3g082810,404,572,452,458,578,503
Medtr3g082830,1,0,1,0,1,1
Medtr3g082840,1483,1357,1384,1405,1211,1504
Medtr3g082850,1006,1231,1056,1049,1116,1079
Medtr3g082870,116,137,109,115,178,151
Medtr3g082890,96,78,71,75,91,98
Medtr3g082900,0,0,0,0,0,0
Medtr3g082920,0,0,0,0,0,0
Medtr3g082970,0,0,0,0,0,0
Medtr3g083005,0,0,0,0,0,0
Medtr3g083010,0,0,0,0,0,0
Medtr3g083030,239,192,174,176,158,197
Medtr3g083040,0,0,0,0,0,0
Medtr3g083050,2,2,1,2,2,3
Medtr3g083080,0,0,0,0,1,0
Medtr3g083100,0,0,0,0,0,0
Medtr3g083130,6113,11915,7772,18641,8590,9591
Medtr3g083150,2,5,4,4,11,7
Medtr3g083153,0,1,0,3,1,0
Medtr3g083160,1,0,0,0,1,0
Medtr3g083170,1,1,0,2,0,1
Medtr3g083180,182,256,215,197,249,250
Medtr3g083200,275,319,304,255,339,295
Medtr3g083210,0,0,0,0,0,0
Medtr3g083230,158,320,180,254,350,285
Medtr3g083240,0,0,0,2,1,0
Medtr3g083250,109,281,148,208,341,201
Medtr3g083270,0,0,0,0,0,0
Medtr3g083280,0,0,0,0,0,0
Medtr3g083285,0,0,0,0,0,0
Medtr3g083295,0,0,0,0,0,0
Medtr3g083300,261,500,333,361,625,430
Medtr3g083310,350,337,336,248,268,298
Medtr3g083320,0,0,0,0,0,0
Medtr3g083350,102,121,107,107,87,100
Medtr3g083370,3162,4408,2725,8529,2831,3123
Medtr3g083390,0,0,0,0,0,0
Medtr3g083400,0,0,0,0,0,0
Medtr3g083410,0,0,0,0,0,0
Medtr3g083420,0,0,0,0,0,0
Medtr3g083430,0,0,0,0,0,0
Medtr3g083440,0,0,0,0,0,0
Medtr3g083450,0,0,0,0,0,0
Medtr3g083460,0,0,0,0,0,0
Medtr3g083470,179,251,206,211,251,197
Medtr3g083480,691,670,654,608,604,678
Medtr3g083490,0,0,0,1,0,0
Medtr3g083500,1102,1374,1132,1321,1403,1420
Medtr3g083530,118,178,123,160,212,160
Medtr3g083540,54,53,76,49,73,66
Medtr3g083550,1051,1351,1237,1032,1480,1303
Medtr3g083560,0,0,0,0,0,0
Medtr3g083570,52,96,90,138,106,150
Medtr3g083580,34,43,46,39,49,30
Medtr3g083600,353,621,466,506,679,584
Medtr3g083620,3641,3704,2799,2413,2375,3031
Medtr3g083630,10,12,5,33,21,44
Medtr3g083640,235,213,225,185,223,230
Medtr3g083650,0,0,0,0,0,0
Medtr3g083660,1,0,0,0,1,0
Medtr3g083680,71,71,62,61,77,70
Medtr3g083690,1104,1848,1262,1421,2101,1562
Medtr3g083700,0,3,0,0,2,3
Medtr3g083720,2,0,0,3,3,0
Medtr3g083730,0,0,0,0,0,0
Medtr3g083740,0,0,0,0,0,0
Medtr3g083750,0,0,0,0,0,0
Medtr3g083760,381,659,434,396,627,567
Medtr3g083770,417,515,456,432,533,478
Medtr3g083800,0,1,1,3,2,1
Medtr3g083810,422,582,359,455,532,443
Medtr3g083820,68,133,63,48,54,65
Medtr3g083830,0,0,0,0,0,0
Medtr3g083840,190,213,200,166,228,192
Medtr3g083850,0,0,0,0,0,0
Medtr3g083860,0,0,0,0,0,0
Medtr3g083880,375,438,390,353,412,417
Medtr3g083910,149,366,104,541,356,178
Medtr3g083920,32,66,66,235,115,153
Medtr3g083960,96,116,105,113,108,120
Medtr3g083970,850,1296,917,1054,1334,1262
Medtr3g083980,448,453,449,403,427,478
Medtr3g084000,0,0,0,0,0,0
Medtr3g084010,0,0,0,0,0,0
Medtr3g084030,850,894,774,812,794,897
Medtr3g084040,1980,3849,2656,2599,4863,3516
Medtr3g084080,0,0,0,0,0,0
Medtr3g084090,1583,2317,1860,1875,2383,2411
Medtr3g084100,0,0,0,0,0,0
Medtr3g084110,1612,985,1109,887,1024,1126
Medtr3g084140,3295,3057,2957,2561,2549,2732
Medtr3g084150,0,1,1,1,0,0
Medtr3g084160,0,0,0,0,0,0
Medtr3g084170,1,0,2,3,2,1
Medtr3g084180,0,1,0,0,2,1
Medtr3g084190,1,1,0,0,1,1
Medtr3g084200,0,3,1,1,3,0
Medtr3g084210,1,1,1,1,0,0
Medtr3g084220,10,4,6,4,6,6
Medtr3g084230,6,5,4,4,0,5
Medtr3g084240,44,36,45,32,36,38
Medtr3g084250,47,36,39,24,38,32
Medtr3g084260,54,48,53,32,29,51
Medtr3g084270,9,6,10,7,4,9
Medtr3g084290,0,0,0,0,0,0
Medtr3g084300,745,948,838,908,876,1014
Medtr3g084310,6699,10807,6784,10752,11034,8081
Medtr3g084340,14951,26562,17700,23751,28730,20791
Medtr3g084350,94,117,131,98,138,126
Medtr3g084360,0,0,0,0,0,0
Medtr3g084380,0,0,0,0,0,0
Medtr3g084390,0,0,0,1,0,0
Medtr3g084400,55,44,47,54,53,56
Medtr3g084410,2189,1707,2117,1462,1713,2428
Medtr3g084430,0,0,0,0,0,0
Medtr3g084440,59,76,63,67,97,93
Medtr3g084450,34,7,13,13,11,17
Medtr3g084470,885,915,831,714,679,929
Medtr3g084500,1007,1029,873,741,942,971
Medtr3g084510,677,1066,774,843,976,937
Medtr3g084520,1205,1213,1260,1709,1114,1415
Medtr3g084530,0,0,0,0,0,0
Medtr3g084540,1,0,0,0,0,0
Medtr3g084550,0,0,0,0,0,0
Medtr3g084600,2,1,0,0,2,1
Medtr3g084620,163,76,66,75,62,96
Medtr3g084630,79,178,96,151,159,130
Medtr3g084640,24,50,19,32,38,46
Medtr3g084660,0,0,0,0,0,0
Medtr3g084670,0,0,0,0,0,1
Medtr3g084690,0,0,0,0,0,0
Medtr3g084695,0,0,0,0,0,0
Medtr3g084700,0,0,0,0,0,0
Medtr3g084720,0,0,0,0,0,0
Medtr3g084740,2590,3966,2827,3478,4072,3515
Medtr3g084750,303,409,365,359,385,361
Medtr3g084780,39,56,102,33,50,91
Medtr3g084790,476,963,566,635,1176,690
Medtr3g084800,244,392,281,277,360,296
Medtr3g084820,0,0,0,0,0,0
Medtr3g084830,349,362,328,404,344,486
Medtr3g084850,325,325,378,335,345,376
Medtr3g084860,420,395,475,329,432,436
Medtr3g084870,1,1,1,2,1,1
Medtr3g084890,0,0,0,0,0,0
Medtr3g084910,0,0,0,0,0,0
Medtr3g084930,200,238,199,402,256,361
Medtr3g084940,63,48,44,39,29,44
Medtr3g084950,164,134,155,132,116,158
Medtr3g084960,4,1,1,1,6,0
Medtr3g084980,0,0,0,0,0,0
Medtr3g084990,459,314,329,365,331,296
Medtr3g085000,22,28,17,12,23,17
Medtr3g085010,105,140,125,99,142,111
Medtr3g085015,10,17,7,9,11,11
Medtr3g085020,42,33,40,32,28,55
Medtr3g085030,14,18,11,4,16,12
Medtr3g085050,1029,905,893,832,758,1026
Medtr3g085060,271,237,246,220,165,236
Medtr3g085070,3108,4221,3271,3425,4425,3717
Medtr3g085100,0,0,0,0,0,0
Medtr3g085120,0,0,0,0,0,0
Medtr3g085130,1463,1318,1265,1220,990,1342
Medtr3g085150,0,0,0,0,0,0
Medtr3g085155,0,0,0,0,0,0
Medtr3g085160,724,731,744,666,749,754
Medtr3g085180,52,66,61,61,83,58
Medtr3g085190,899,989,907,878,1083,955
Medtr3g085200,0,0,0,0,0,0
Medtr3g085210,69,81,141,80,64,49
Medtr3g085240,0,0,0,0,0,0
Medtr3g085270,157,189,130,151,179,130
Medtr3g085280,262,310,313,236,255,281
Medtr3g085290,368,566,414,400,504,460
Medtr3g085300,286,239,289,184,200,234
Medtr3g085310,0,0,0,0,0,0
Medtr3g085330,549,459,537,379,407,473
Medtr3g085360,0,0,0,0,0,0
Medtr3g085370,3098,2487,2990,2209,2160,2658
Medtr3g085380,12,19,11,11,20,9
Medtr3g085395,492,534,486,477,450,517
Medtr3g085400,631,843,692,676,747,767
Medtr3g085410,525,966,586,623,1084,816
Medtr3g085420,0,0,0,0,0,0
Medtr3g085430,315,372,362,295,402,411
Medtr3g085440,559,373,390,305,301,382
Medtr3g085460,193,239,231,204,188,223
Medtr3g085470,15,13,29,15,30,21
Medtr3g085480,32,58,51,35,55,57
Medtr3g085490,8557,13399,9385,8799,14828,10764
Medtr3g085510,572,809,707,557,839,761
Medtr3g085530,1,0,1,0,0,1
Medtr3g085550,386,361,374,342,280,374
Medtr3g085560,0,0,0,1,0,0
Medtr3g085570,2382,2751,2457,2809,2644,2482
Medtr3g085580,0,0,0,0,1,0
Medtr3g085590,267,449,297,315,499,364
Medtr3g085600,394,565,442,412,621,492
Medtr3g085610,225,351,253,230,350,252
Medtr3g085620,102,60,66,65,65,60
Medtr3g085630,66,33,25,41,30,35
Medtr3g085640,208,319,238,269,362,277
Medtr3g085650,834,843,845,753,795,936
Medtr3g085653,0,0,0,0,0,0
Medtr3g085657,0,0,0,0,0,0
Medtr3g085660,256,275,251,256,290,266
Medtr3g085670,247,308,252,249,295,283
Medtr3g085700,417,528,528,498,501,554
Medtr3g085705,2,1,6,6,3,4
Medtr3g085710,32,37,32,33,27,41
Medtr3g085720,317,354,361,325,350,368
