Feature ID,RNS - RNSA - Expression values,RNS - RNSB - Expression values,RNS - RNSC - Expression values,RS - SRAB - Expression values,RS - SRB - Expression values,RS - SRC - Expression values
Medtr4g097510,0,0,0,7,2,0
Medtr4g097520,199,195,190,223,200,179
Medtr4g097530,5,2,2,2,2,2
Medtr4g097540,46,217,125,110,107,122
Medtr4g097550,328,458,381,399,488,427
Medtr4g097570,66,49,51,137,94,87
Medtr4g097580,1489,1865,1668,1683,1646,1853
Medtr4g097590,471,647,493,390,481,456
Medtr4g097600,998,1042,997,759,614,764
Medtr4g097640,1,0,0,0,0,1
Medtr4g097650,0,0,0,0,0,0
Medtr4g097660,0,0,0,0,0,0
Medtr4g097670,1,0,0,0,0,1
Medtr4g097690,0,0,0,0,0,0
Medtr4g097700,1,5,1,0,1,1
Medtr4g097720,0,0,0,0,0,1
Medtr4g097730,0,0,0,0,0,0
Medtr4g097790,1632,2879,2224,2016,2687,2330
Medtr4g097795,2,0,1,2,0,1
Medtr4g097800,3387,4582,3626,3233,4099,3587
Medtr4g097810,0,0,0,0,0,0
Medtr4g097830,0,0,0,0,0,0
Medtr4g097835,0,0,0,0,0,0
Medtr4g097860,0,0,0,0,0,0
Medtr4g097880,718,761,676,643,802,707
Medtr4g097890,0,0,0,0,0,0
Medtr4g097900,0,0,0,0,0,0
Medtr4g097920,93,115,72,64,93,85
Medtr4g097940,77,108,71,71,84,85
Medtr4g097950,1,2,6,4,4,6
Medtr4g098035,0,0,0,0,0,0
Medtr4g098450,557,602,487,526,585,512
Medtr4g098460,340,384,296,290,443,380
Medtr4g098480,5,24,8,6,5,17
Medtr4g098490,111,128,105,126,111,150
Medtr4g098500,226,325,181,194,165,153
Medtr4g098510,415,491,431,367,402,462
Medtr4g098530,151,232,225,400,276,366
Medtr4g098560,855,1120,1046,953,924,1048
Medtr4g098570,0,1,1,2,1,2
Medtr4g098580,0,0,0,0,0,0
Medtr4g098590,0,0,0,0,0,0
Medtr4g098600,0,0,0,0,0,0
Medtr4g098610,0,0,0,0,0,0
Medtr4g098620,0,0,0,0,0,0
Medtr4g098630,7,5,3,4,1,2
Medtr4g098640,407,579,470,427,561,508
Medtr4g098650,538,732,676,723,776,806
Medtr4g098660,175,208,199,153,169,215
Medtr4g098670,0,0,0,0,0,0
Medtr4g098700,1,0,0,2,0,1
Medtr4g098710,1039,1283,1010,876,847,766
Medtr4g098730,0,0,0,0,0,0
Medtr4g098740,1052,1328,1235,984,1263,1288
Medtr4g098770,0,0,0,0,0,0
Medtr4g098780,0,0,0,0,0,0
Medtr4g098800,6006,3511,4567,3123,3619,4128
Medtr4g098820,350,457,395,343,407,409
Medtr4g098825,0,0,0,0,0,0
Medtr4g098830,5,2,2,1,5,1
Medtr4g098835,0,0,0,0,0,0
Medtr4g098850,463,212,242,114,95,109
Medtr4g098860,1404,1978,1731,1487,1610,1681
Medtr4g098870,1814,3004,2038,2299,2381,3137
Medtr4g098890,1878,2917,2182,2111,2917,2198
Medtr4g098900,67,50,48,136,53,69
Medtr4g098910,0,0,0,0,0,0
Medtr4g098920,43,77,35,47,58,57
Medtr4g098930,22,6,13,48,10,0
Medtr4g098940,45,40,43,29,42,29
Medtr4g098950,912,1415,1024,971,1234,1030
Medtr4g098970,715,891,836,580,713,751
Medtr4g098990,55,77,67,53,93,68
Medtr4g099000,0,0,0,0,0,0
Medtr4g099010,14,24,11,12,7,16
Medtr4g099020,1666,2201,2102,1959,1663,2093
Medtr4g099030,0,0,0,0,0,0
Medtr4g099040,0,0,0,0,0,0
Medtr4g099050,155,110,155,104,102,163
Medtr4g099060,496,575,495,524,425,466
Medtr4g099070,138,191,159,152,220,179
Medtr4g099080,0,0,0,0,0,0
Medtr4g099100,1015,1566,1312,1252,1282,1381
Medtr4g099110,815,1103,894,802,624,438
Medtr4g099120,30,61,31,42,31,31
Medtr4g099130,224,323,290,314,282,275
Medtr4g099140,854,1315,945,965,1361,1021
Medtr4g099150,0,1,0,0,0,0
Medtr4g099160,6114,8483,6005,5238,7100,6062
Medtr4g099170,2367,3418,2825,2336,3060,2870
Medtr4g099180,674,971,819,770,599,596
Medtr4g099190,310,463,416,340,365,366
Medtr4g099200,68,106,80,93,86,98
Medtr4g099210,1111,1384,1122,854,1000,1015
Medtr4g099220,371,446,444,278,318,363
Medtr4g099230,6,2,3,3,1,5
Medtr4g099240,2288,2996,2886,2542,2337,2865
Medtr4g099260,4185,3150,4460,4023,3601,4642
Medtr4g099270,284,397,370,197,234,300
Medtr4g099290,356,482,413,334,391,452
Medtr4g099300,463,526,463,515,696,632
Medtr4g099310,1,1,0,1,2,0
Medtr4g099320,203,403,269,214,246,250
Medtr4g099330,0,0,1,0,0,0
Medtr4g099340,505,632,461,436,669,585
Medtr4g099360,735,919,860,673,824,889
Medtr4g099370,2,19,1,38,64,112
Medtr4g099380,310,316,323,300,261,348
Medtr4g099390,80,93,99,77,68,96
Medtr4g099400,34,39,46,53,56,45
Medtr4g099410,353,434,463,414,406,479
Medtr4g099420,0,0,0,0,0,0
Medtr4g099430,4,1,2,0,2,2
Medtr4g099440,12,19,14,31,23,16
Medtr4g099450,28,43,32,41,63,64
Medtr4g099470,2495,3940,3220,2637,3201,2946
Medtr4g099480,17,28,25,12,29,17
Medtr4g099510,24,61,99,98,110,132
Medtr4g099520,5,4,4,5,4,4
Medtr4g099530,0,0,0,0,0,0
Medtr4g100350,288,326,273,234,241,253
Medtr4g100360,590,793,634,594,753,743
Medtr4g100380,595,571,704,805,572,745
Medtr4g100420,3011,2977,3161,3002,2619,3137
Medtr4g100450,1470,1720,2073,1686,1809,2459
Medtr4g100470,0,0,0,0,0,2
Medtr4g100480,168,223,145,114,133,150
Medtr4g100500,638,804,644,490,600,668
Medtr4g100510,1358,2072,1695,1443,1548,1684
Medtr4g100530,124,154,97,88,91,108
Medtr4g100550,650,1650,902,778,1076,848
Medtr4g100570,290,344,304,286,336,328
Medtr4g100590,2343,3745,3139,1899,2283,3716
Medtr4g100600,3533,5427,4306,3210,3780,4679
Medtr4g100610,35,63,50,42,43,47
Medtr4g100630,2671,3501,2901,2533,2592,2902
Medtr4g100640,1742,2643,2347,2594,2181,2488
Medtr4g100650,143,181,185,81,91,132
Medtr4g100690,0,0,0,0,0,0
Medtr4g100700,278,344,280,307,345,389
Medtr4g100720,0,4,4,2,0,4
Medtr4g100730,343,508,501,452,447,481
Medtr4g100740,685,1084,926,829,954,893
Medtr4g100750,1057,1340,1149,1029,1056,1193
Medtr4g100760,146,177,155,130,148,187
Medtr4g100770,344,546,408,368,513,433
Medtr4g100800,1832,2439,2297,2315,2418,2598
Medtr4g100805,51,74,34,28,71,61
Medtr4g100810,171,235,199,168,263,218
Medtr4g100820,288,378,300,333,541,446
Medtr4g100830,0,0,0,0,0,0
Medtr4g100840,0,0,0,0,0,1
Medtr4g100860,146,313,244,257,266,289
Medtr4g100870,740,1146,927,969,1064,1061
Medtr4g100880,7,4,7,2,4,5
Medtr4g100900,2370,3320,2360,2270,4063,2901
Medtr4g100920,253,337,277,201,290,251
Medtr4g100930,538,740,622,566,638,681
Medtr4g100950,75,128,105,134,170,232
Medtr4g100970,2363,3585,3038,2413,2704,2942
Medtr4g100975,709,722,651,609,587,661
Medtr4g100980,179,211,154,174,295,206
Medtr4g100990,2,1,3,11,5,7
Medtr4g101010,0,1,0,1,0,0
Medtr4g101020,1093,1776,1316,1161,1629,1185
Medtr4g101025,14,11,9,23,10,14
Medtr4g101030,240,317,294,256,299,345
Medtr4g101050,41,63,74,54,50,88
Medtr4g101060,33,37,15,16,36,23
Medtr4g101070,124,126,170,120,98,169
Medtr4g101090,1420,2054,1798,1442,1435,1687
Medtr4g101100,136,221,169,145,232,208
Medtr4g101130,856,1096,825,809,1118,959
Medtr4g101140,1616,2465,1895,1636,2053,1951
Medtr4g101150,0,0,0,0,0,0
Medtr4g101170,0,0,0,0,0,0
Medtr4g101190,0,0,0,0,0,0
Medtr4g101240,133,188,181,115,119,145
Medtr4g101245,129,126,115,66,88,100
Medtr4g101260,14062,26897,17962,10790,15409,14021
Medtr4g101270,0,0,0,0,0,0
Medtr4g101280,4038,4521,2199,3044,3871,1496
Medtr4g101300,0,0,0,0,0,0
Medtr4g101310,320,672,242,311,577,319
Medtr4g101330,2466,4502,3003,3067,5252,2936
Medtr4g101340,0,0,0,0,0,0
Medtr4g101380,3832,6764,6428,2407,2363,3046
Medtr4g101410,1187,1690,1462,1225,1471,1491
Medtr4g101420,173,236,226,202,213,219
Medtr4g101440,0,0,0,0,0,0
Medtr4g101450,18,34,24,24,22,23
Medtr4g101460,20,6,22,6,10,14
Medtr4g101600,61,216,110,161,197,87
Medtr4g101620,1892,3203,2341,2045,2364,2263
Medtr4g101630,7956,18233,14211,6075,7359,5547
Medtr4g101640,0,0,0,0,0,0
Medtr4g101650,3946,6023,4731,4827,6413,4665
Medtr4g101660,1,0,0,0,0,0
Medtr4g101680,106,95,117,154,95,134
Medtr4g101685,17,16,16,29,11,11
Medtr4g101700,0,0,0,0,0,0
Medtr4g101730,188,145,209,284,275,373
Medtr4g101740,2,5,4,0,2,4
Medtr4g101750,605,796,751,624,694,906
Medtr4g101760,18,12,19,8,6,10
Medtr4g101770,0,0,0,0,0,0
Medtr4g101780,2073,3481,3057,3212,2704,2735
Medtr4g101810,1,0,0,0,3,1
Medtr4g101820,716,923,754,788,774,929
Medtr4g101830,128,172,133,129,140,153
Medtr4g101860,548,904,632,613,821,529
Medtr4g101870,0,0,0,0,0,0
Medtr4g101880,1,1,0,0,0,1
Medtr4g101890,242,339,278,205,300,302
Medtr4g101920,425,690,579,562,608,629
Medtr4g101925,2,1,5,1,2,4
Medtr4g101930,1877,3040,2286,1771,2484,2121
Medtr4g101940,0,0,0,0,0,0
Medtr4g101950,547,715,736,656,614,643
Medtr4g101970,4,15,4,9,8,0
Medtr4g101980,0,0,0,0,0,0
Medtr4g101990,449,541,540,432,473,534
Medtr4g102000,828,1002,828,865,922,956
Medtr4g102010,410,595,408,410,479,428
Medtr4g102040,0,0,0,0,0,0
Medtr4g102060,1067,1568,1411,1091,1482,1325
Medtr4g102085,0,0,0,0,0,0
Medtr4g102100,0,0,0,0,0,0
Medtr4g102105,0,0,0,0,0,0
Medtr4g102110,0,0,0,0,0,0
Medtr4g102120,1163,1617,1545,1497,1385,1466
Medtr4g102170,2637,3697,2399,2461,4451,3241
Medtr4g102190,0,0,0,0,0,0
Medtr4g102220,279,394,343,363,375,323
Medtr4g102230,254,340,248,243,303,267
Medtr4g102240,8,20,11,7,6,10
Medtr4g102250,611,749,650,622,625,633
Medtr4g102260,749,1040,927,717,816,767
Medtr4g102270,343,435,387,357,330,380
Medtr4g102280,494,486,522,501,390,593
Medtr4g102290,0,0,0,0,0,0
Medtr4g102310,0,0,0,0,0,0
Medtr4g102330,390,483,379,364,605,407
Medtr4g102360,124,171,154,107,131,130
Medtr4g102380,100,127,94,75,73,84
Medtr4g102390,2311,2765,2108,2230,3376,2700
Medtr4g102400,39,60,20,164,148,161
Medtr4g102410,0,0,0,0,0,0
Medtr4g102440,202,203,121,137,135,265
Medtr4g102450,618,1235,2004,940,717,1219
Medtr4g102460,0,2,1,0,1,1
Medtr4g102470,0,1,0,1,1,2
Medtr4g102510,549,847,738,688,841,788
Medtr4g102520,265,372,321,293,379,385
Medtr4g102530,602,980,617,426,384,406
Medtr4g102550,5519,9767,7244,5751,8379,6151
Medtr4g102570,0,0,0,0,0,0
Medtr4g102580,0,0,0,0,0,0
Medtr4g102590,0,0,1,0,0,0
Medtr4g102610,0,0,0,0,0,0
Medtr4g102620,1,1,3,5,1,3
Medtr4g102650,76,97,55,62,202,124
Medtr4g102660,0,3,1,4,4,5
Medtr4g102670,0,2,0,0,0,0
Medtr4g102700,0,0,0,0,0,0
Medtr4g102710,0,0,0,0,0,0
Medtr4g102720,0,0,0,0,0,0
Medtr4g102730,0,0,0,0,0,0
Medtr4g102740,84,107,98,84,108,87
Medtr4g102750,1413,2298,1652,1626,2179,1573
Medtr4g102770,43,69,53,30,46,52
Medtr4g102790,506,627,498,541,873,595
Medtr4g102810,1087,1553,1219,1245,1321,1391
Medtr4g102820,477,654,523,520,634,500
Medtr4g102840,54,125,85,139,71,81
Medtr4g102860,413,544,428,433,572,584
Medtr4g102870,348,460,419,402,327,454
Medtr4g102890,642,691,766,556,574,744
Medtr4g102900,76,73,37,62,44,64
Medtr4g102910,0,0,0,0,0,0
Medtr4g103250,39,117,62,46,39,34
Medtr4g103280,0,0,0,0,0,0
Medtr4g103290,0,0,0,0,0,0
Medtr4g103300,39,61,39,51,86,33
Medtr4g103330,327,301,239,290,302,319
Medtr4g103340,2301,3407,2229,2093,3679,2761
Medtr4g103350,3,9,2,0,6,3
Medtr4g103390,0,0,0,0,0,0
Medtr4g103400,0,0,0,0,0,0
Medtr4g103410,0,0,0,0,0,0
Medtr4g103430,0,0,0,0,0,0
Medtr4g103450,0,0,0,0,0,0
Medtr4g103480,0,0,0,0,0,0
Medtr4g103490,0,1,0,0,0,0
Medtr4g103495,0,0,0,0,0,0
Medtr4g103500,0,0,0,0,0,0
Medtr4g103520,505,682,601,633,549,694
Medtr4g103530,0,0,0,0,0,0
Medtr4g103540,1215,1675,1531,1616,1232,1694
Medtr4g103550,10328,14074,12907,7328,6627,8464
Medtr4g103565,19,36,28,23,25,27
Medtr4g103580,300,505,362,302,375,384
Medtr4g103590,1,1,0,0,0,0
Medtr4g103600,178,212,182,196,267,258
Medtr4g103610,873,1365,1080,963,1204,1055
Medtr4g103620,195,261,267,206,236,184
Medtr4g103630,14,9,18,108,21,28
Medtr4g103650,30,21,39,131,20,35
Medtr4g103655,19,28,52,136,27,46
Medtr4g103670,47,47,50,37,36,27
Medtr4g103680,1324,1757,1297,1352,2399,1782
Medtr4g103695,0,0,0,0,0,0
Medtr4g103720,1,3,1,1,1,4
Medtr4g103730,8,55,19,31,27,16
Medtr4g103740,0,0,0,0,0,0
Medtr4g103760,63,5,20,3,1,3
Medtr4g103770,122,182,136,162,221,148
Medtr4g103780,0,0,0,0,0,0
Medtr4g103785,0,0,0,0,0,0
Medtr4g103790,4334,5447,4102,4421,6936,5760
Medtr4g103800,2747,4219,3409,3198,4730,3837
Medtr4g103810,1989,2695,2727,2099,2285,2870
Medtr4g103830,702,943,759,719,945,804
Medtr4g103840,3,4,4,4,7,13
Medtr4g103850,0,0,0,0,0,0
Medtr4g103865,0,0,0,0,0,0
Medtr4g103880,0,0,0,0,0,0
Medtr4g103890,0,0,0,0,0,0
Medtr4g103900,0,0,0,0,0,0
Medtr4g103910,0,0,0,3,2,0
Medtr4g103920,30369,40959,33205,30436,41169,35808
Medtr4g103930,0,0,0,0,0,0
Medtr4g103960,0,0,0,0,0,0
Medtr4g103970,28,32,31,38,33,36
Medtr4g104020,0,0,1,0,0,2
Medtr4g104030,341,479,351,344,527,409
Medtr4g104040,98,166,100,121,171,128
Medtr4g104055,101,140,99,105,165,146
Medtr4g104060,14,14,12,39,26,13
Medtr4g104070,115,116,119,107,165,130
Medtr4g104080,2811,4297,3217,3152,4700,3417
Medtr4g104085,2,7,9,2,4,5
Medtr4g104095,0,0,0,0,0,0
Medtr4g104140,656,949,1267,894,551,747
Medtr4g104170,0,0,0,0,0,0
Medtr4g104210,48,65,57,51,98,56
Medtr4g104230,195,288,259,237,267,265
Medtr4g104240,2,6,2,3,4,4
Medtr4g104260,1561,2029,1623,1537,2040,1987
Medtr4g104280,0,0,0,0,0,0
Medtr4g104300,2,1,6,1,4,7
Medtr4g104320,880,1725,1208,1313,1551,1672
Medtr4g104340,6,16,9,5,16,9
Medtr4g104350,162,206,180,161,289,227
Medtr4g104360,3015,5019,3887,3520,3995,3852
Medtr4g104370,6,115,22,2,6,5
Medtr4g104380,168,207,223,167,208,188
Medtr4g104400,0,0,0,0,0,0
Medtr4g104410,12,129,69,57,60,47
Medtr4g104430,54,96,58,47,60,64
Medtr4g104440,527,671,621,452,492,562
Medtr4g104450,0,1,0,0,0,1
Medtr4g104460,0,0,0,0,1,1
Medtr4g104470,1394,1825,1406,1285,1713,1714
Medtr4g104480,0,0,0,0,0,0
Medtr4g104510,1058,956,923,964,1025,860
Medtr4g104530,190,234,205,221,311,265
Medtr4g104540,117,135,267,610,342,490
Medtr4g104550,113,95,239,684,473,539
Medtr4g104570,0,0,0,0,0,0
Medtr4g104580,559,717,619,542,634,658
Medtr4g104610,112,58,44,397,350,310
Medtr4g104620,2751,3994,3271,3015,3519,3507
Medtr4g104640,1973,3203,2020,4801,4180,6926
Medtr4g104660,50,68,50,61,62,59
Medtr4g104680,1030,729,836,839,887,1102
Medtr4g104690,42,38,42,35,35,43
Medtr4g104700,354,436,1151,516,516,507
Medtr4g104730,759,815,1377,763,776,1018
Medtr4g104750,3,5,3,4,2,6
Medtr4g104760,114,242,154,137,163,115
Medtr4g104770,117,146,147,144,136,163
Medtr4g104790,96,151,107,113,144,129
Medtr4g104800,50,44,53,42,76,67
Medtr4g104830,173,183,135,148,242,216
Medtr4g104840,0,0,0,0,0,0
Medtr4g104860,0,0,0,0,0,0
Medtr4g104870,0,1,1,2,2,1
Medtr4g104880,4767,5526,5314,5604,4223,5135
Medtr4g104890,0,0,1,0,2,0
Medtr4g104900,5,0,1,4,7,8
Medtr4g104930,0,0,0,0,0,0
Medtr4g104940,3,1,1,1,8,8
Medtr4g104950,0,0,0,0,0,0
Medtr4g104960,6,2,0,4,2,2
Medtr4g104980,0,1,0,1,0,0
Medtr4g104990,0,0,0,0,0,0
Medtr4g105010,44,118,98,44,60,56
Medtr4g105020,51,246,116,73,105,77
Medtr4g105040,0,0,0,0,0,0
Medtr4g105060,0,0,0,0,0,0
Medtr4g105070,257,278,295,318,215,326
Medtr4g105080,300,261,243,314,343,424
Medtr4g105090,11,14,11,11,6,12
Medtr4g105100,815,1061,917,824,1107,964
Medtr4g105110,63,102,111,112,91,139
Medtr4g105120,0,0,0,0,0,0
Medtr4g105130,187,339,278,142,154,148
Medtr4g105140,23,34,25,23,28,37
Medtr4g105170,0,0,0,0,0,0
Medtr4g105200,1,0,0,0,1,0
Medtr4g105210,0,0,0,0,0,0
Medtr4g105220,93,226,150,118,229,147
Medtr4g105230,0,0,0,0,0,0
Medtr4g105250,72,90,91,186,167,143
Medtr4g105310,92,59,78,69,72,83
Medtr4g105330,238,312,288,224,289,281
Medtr4g105350,0,0,0,0,0,0
Medtr4g105370,532,728,521,538,826,552
Medtr4g105400,413,455,330,311,457,421
Medtr4g105430,73,68,78,57,61,82
Medtr4g105450,1,4,2,2,0,3
Medtr4g105460,145,170,134,133,202,176
Medtr4g105470,564,830,790,541,539,662
Medtr4g105480,173,256,180,156,188,178
Medtr4g105490,2566,3664,3068,2693,2955,2915
Medtr4g105500,68,107,95,100,103,103
Medtr4g105520,200,335,273,319,304,261
Medtr4g105530,3,12,4,8,3,8
Medtr4g105540,0,0,0,0,0,0
Medtr4g105550,138,198,157,141,186,186
Medtr4g105570,217,313,242,215,303,253
Medtr4g105580,15,12,11,9,12,17
Medtr4g105590,682,798,648,782,1330,981
Medtr4g105600,65,80,68,51,107,69
Medtr4g105610,117,135,112,136,158,165
Medtr4g105630,210,149,200,235,193,236
Medtr4g105650,0,0,0,0,0,0
Medtr4g105660,0,0,0,0,0,0
Medtr4g105680,290,438,302,325,389,321
Medtr4g105690,156,181,124,142,135,172
Medtr4g105700,906,1165,906,1018,1433,1099
Medtr4g105740,847,1069,1059,1123,1055,1253
Medtr4g105750,52,52,53,73,47,60
Medtr4g105770,0,0,0,0,1,0
Medtr4g105780,0,0,0,0,0,0
Medtr4g105790,0,0,0,0,0,0
Medtr4g105810,12,12,9,9,9,8
Medtr4g105820,0,0,0,0,0,0
Medtr4g106360,0,0,0,0,0,0
Medtr4g106370,254,367,281,268,328,281
Medtr4g106380,109,147,96,93,156,150
Medtr4g106400,446,706,539,290,335,464
Medtr4g106410,64,63,53,43,64,54
Medtr4g106420,5,14,4,5,9,6
Medtr4g106460,0,0,0,0,0,0
Medtr4g106480,1,3,2,1,2,2
Medtr4g106500,192,228,355,491,303,414
Medtr4g106510,3562,4723,4104,3461,3704,4195
Medtr4g106515,20,27,29,41,44,61
Medtr4g106530,0,0,0,0,0,3
Medtr4g106540,343,398,332,359,543,445
Medtr4g106550,491,655,575,552,691,652
Medtr4g106580,0,0,0,0,0,0
Medtr4g106590,275,256,232,280,292,307
Medtr4g106610,0,0,0,0,0,0
Medtr4g106630,154,182,173,152,160,178
Medtr4g106640,141,216,131,127,216,204
Medtr4g106650,133,164,172,123,134,158
Medtr4g106660,215,266,226,178,314,227
Medtr4g106680,21,16,16,18,15,28
Medtr4g106690,432,627,532,446,511,627
Medtr4g106700,185,306,230,178,244,252
Medtr4g106710,0,0,0,0,0,0
Medtr4g106720,10,17,16,2,11,13
Medtr4g106730,405,595,446,495,812,659
Medtr4g106750,1842,2501,2104,1834,1876,2299
Medtr4g106790,441,636,484,387,445,507
Medtr4g106800,21,17,15,9,4,6
Medtr4g106810,351,442,457,480,428,581
Medtr4g106860,714,743,402,130,202,139
Medtr4g106870,1553,1725,1465,1651,1953,1767
Medtr4g106880,1452,1771,1587,1681,1541,1683
Medtr4g106900,0,0,1,0,0,1
Medtr4g106930,0,0,0,0,0,0
Medtr4g106940,130,179,164,163,178,181
Medtr4g106950,1,2,0,0,0,0
Medtr4g106960,507,652,570,481,537,597
Medtr4g106970,103,140,110,98,98,142
Medtr4g106980,1792,2680,2297,2319,2473,2491
Medtr4g106990,1,0,0,1,0,0
Medtr4g107010,40,107,123,250,274,377
Medtr4g107030,0,1,1,0,2,8
Medtr4g107040,579,642,526,520,513,614
Medtr4g107090,511,661,506,509,518,580
Medtr4g107110,847,1088,931,1040,909,875
Medtr4g107120,100,75,46,93,82,60
Medtr4g107140,450,580,456,405,537,481
Medtr4g107170,1,0,0,0,0,0
Medtr4g107180,9,36,19,13,23,27
Medtr4g107200,169,203,206,178,170,218
Medtr4g107210,235,288,270,312,383,372
Medtr4g107220,88,125,77,108,62,109
Medtr4g107230,4411,5898,4833,4018,4756,3975
Medtr4g107270,45,68,50,37,43,50
Medtr4g107280,347,500,384,340,388,382
Medtr4g107290,1156,1534,1305,1253,1451,1463
Medtr4g107300,0,0,0,0,0,0
Medtr4g107310,0,0,0,0,0,0
Medtr4g107320,0,1,0,0,1,1
Medtr4g107330,351,462,300,371,555,441
Medtr4g107350,262,272,288,291,288,338
Medtr4g107360,230,315,297,305,272,338
Medtr4g107370,187,284,250,212,216,145
Medtr4g107380,3,2,1,5,5,1
Medtr4g107390,679,911,845,740,924,894
Medtr4g107400,3528,4373,5060,4268,4215,5217
Medtr4g107410,357,543,447,413,521,518
Medtr4g107420,241,285,302,238,299,310
Medtr4g107440,1229,1223,1624,1441,1307,1814
Medtr4g107450,0,0,0,0,0,0
Medtr4g107460,0,0,0,0,0,0
Medtr4g107470,1878,2722,2529,2517,2654,2765
Medtr4g107490,1401,2158,1979,2039,1876,2036
Medtr4g107500,3264,4472,3898,3034,3405,3210
Medtr4g107510,6,20,15,9,8,17
Medtr4g107520,0,0,0,0,0,0
Medtr4g107530,204,338,280,243,310,277
Medtr4g107580,0,1,0,0,0,0
Medtr4g107610,0,0,0,0,0,0
Medtr4g107620,193,216,209,167,257,252
Medtr4g107630,170,344,977,119,221,393
Medtr4g107640,0,0,0,0,0,0
Medtr4g107650,3801,5489,5317,4552,5071,6768
Medtr4g107670,4,9,5,6,3,7
Medtr4g107680,0,0,0,0,0,0
Medtr4g107690,0,0,0,0,0,0
Medtr4g107695,0,0,0,0,0,0
Medtr4g107700,1,0,0,0,0,0
Medtr4g107720,284,305,306,240,194,153
Medtr4g107730,1406,1716,1644,1457,1373,1694
Medtr4g107760,51,31,23,90,38,37
Medtr4g107765,0,0,0,0,0,0
Medtr4g107780,49,55,54,43,54,53
Medtr4g107790,0,0,0,0,0,0
Medtr4g107810,212,195,191,214,172,160
Medtr4g107820,75,101,80,71,102,66
Medtr4g107830,1,2,4,0,0,3
Medtr4g107840,2,2,0,3,3,2
Medtr4g107850,139,157,143,136,191,158
Medtr4g107860,112,170,131,119,111,113
Medtr4g107870,0,0,0,0,0,0
Medtr4g107875,0,0,0,0,0,0
Medtr4g107890,843,1111,949,721,832,898
Medtr4g107900,0,0,0,0,0,0
Medtr4g107920,0,0,0,0,0,0
Medtr4g107930,3,3,5,2,3,3
Medtr4g107940,2121,3933,2520,2260,3243,2598
Medtr4g107950,0,0,0,0,0,0
Medtr4g107970,154,104,142,508,280,204
Medtr4g107990,0,0,0,0,0,0
Medtr4g107995,142,208,145,163,189,197
Medtr4g108000,222,262,254,208,207,253
Medtr4g108010,0,0,0,0,0,0
Medtr4g108030,10,13,13,11,9,10
Medtr4g108040,6,8,4,5,7,11
Medtr4g108050,4,9,4,1,4,1
Medtr4g108060,128,153,142,91,114,128
Medtr4g108080,2332,3119,2691,1959,2159,2242
Medtr4g108100,387,557,348,332,404,443
Medtr4g108110,0,0,0,0,0,0
Medtr4g108130,0,0,0,0,0,0
Medtr4g108140,3631,5342,4160,3755,4588,4323
Medtr4g108150,2396,6445,3721,3727,6285,3684
Medtr4g108153,36,60,103,41,45,71
Medtr4g108163,3,0,1,2,1,1
Medtr4g108170,5,3,3,13,3,1
Medtr4g108180,0,0,0,0,2,0
Medtr4g108210,3,3,5,7,0,4
Medtr4g108220,0,0,0,0,0,0
Medtr4g108230,8,5,5,4,6,8
Medtr4g108240,487,592,563,518,464,542
Medtr4g108250,246,328,316,285,273,316
Medtr4g108260,54,98,99,79,60,146
Medtr4g108270,2,0,5,2,0,2
Medtr4g108280,0,0,0,0,0,0
Medtr4g108305,0,0,0,0,0,0
Medtr4g108310,1,1,0,0,1,0
Medtr4g108330,537,783,806,602,907,830
Medtr4g108340,7,5,9,6,2,5
Medtr4g108350,910,1330,1031,764,1061,985
Medtr4g108360,503,694,573,483,493,544
Medtr4g108370,746,961,663,521,489,497
Medtr4g108400,61,64,39,46,90,43
Medtr4g108570,840,1062,845,819,1520,1228
Medtr4g108590,333,410,391,305,369,327
Medtr4g108640,0,0,0,0,0,0
Medtr4g108650,25,34,31,34,33,27
Medtr4g108660,2,2,5,1,2,1
Medtr4g108670,0,0,0,0,0,0
Medtr4g108680,0,0,0,0,0,0
Medtr4g108690,494,311,372,1028,316,312
Medtr4g108700,253,229,189,376,346,445
Medtr4g108710,316,416,318,277,500,409
Medtr4g108720,114,177,210,137,159,206
Medtr4g108730,20,54,40,45,51,34
Medtr4g108750,16,11,14,12,12,12
Medtr4g108760,409,474,482,554,489,732
Medtr4g108770,0,0,0,0,0,0
Medtr4g108780,158,312,218,213,272,237
Medtr4g108790,0,0,0,0,0,0
Medtr4g108800,809,1131,876,815,672,842
Medtr4g108810,0,0,1,1,0,0
Medtr4g108820,15,27,15,12,13,10
Medtr4g108830,581,789,652,604,546,699
Medtr4g108850,13,17,16,12,12,18
Medtr4g108870,283,427,335,316,312,390
Medtr4g108880,1046,1478,1277,1086,1304,1525
Medtr4g108890,116,140,94,96,133,131
Medtr4g108900,150,239,205,207,200,190
Medtr4g108910,230,334,271,199,241,273
Medtr4g108940,331,552,476,373,530,482
Medtr4g108950,1,6,3,2,0,0
Medtr4g108960,3,1,0,1,1,0
Medtr4g108970,0,0,0,0,0,0
Medtr4g108990,66,92,59,64,49,60
Medtr4g109010,1,3,1,1,1,3
Medtr4g109020,295,501,286,329,286,246
Medtr4g109030,279,446,324,311,392,370
Medtr4g109040,871,1281,1275,1219,1069,1237
Medtr4g109090,658,629,553,528,518,636
Medtr4g109100,1131,1476,1280,1186,1343,1403
Medtr4g109110,126,164,141,101,115,113
Medtr4g109120,0,0,0,0,0,0
Medtr4g109130,10036,13025,9479,10057,15152,12074
